Data,Label
আমি সকালে উঠে ব্যায়াম করেছি।,Literal
আশা হলো একটি দীপশিখা।,Metaphor
তারা পার্কে হাঁটছে।,Literal
তার কথা হলো বাণীর মতো প্রভাবশালী।,Metaphor
আমি কাজ করছি এখনই।,Literal
তুমি আমার জীবনের আলো।,Metaphor
সে বইয়ের পাতা উল্টাচ্ছে।,Literal
আমাদের বন্ধুত্ব হলো একটি শক্তিশালী বাঁধন।,Metaphor
তিনি ডাক্তার হিসেবে কাজ করেন।,Literal
প্রেম হলো একটি নদীর মতো প্রবাহিত হয়।,Metaphor
তারা খাবার খাচ্ছে এখনই।,Literal
তার কথা হলো বৃষ্টির মতো নরম ও শান্তিপূর্ণ।,Metaphor
আমি সকালে উঠে হাঁটতে বের হয়েছিলাম।,Literal
"জীবন হলো একটি খেলা, আমাদের অংশগ্রহণ করতে হবে ।",Metaphor
সে প্রতিদিন সকালে ঘুম থেকে ওঠে ।,Literal
তার সাফল্য হলো একটি সোনালী রাস্তায় চলা ।,Metaphor
তারা বিকেলে চা খাচ্ছে ।,Literal
তার মন হলো একটি খালি পাতা ।,Metaphor
আমি আজকে অফিসে যাব ।,Literal
আশা হলো একটি ফুলের মতো ফুটতে থাকা ।,Metaphor
সে বন্ধুদের সাথে আড্ডা দিচ্ছে ।,Literal
তার হাসি হলো মিষ্টির মতো ।,Metaphor
আমি সন্ধ্যায় সিনেমা দেখতে যাবো ।,Literal
"জীবনের পথে চলতে থাকো, বাধা আসবেই ।",Metaphor
সে আজকে খুব খুশি ।,Literal
তার চোখের দৃষ্টি হলো তীরের মতো তীক্ষ্ণ ।,Metaphor
আমি দুপুরে খাবার খাচ্ছি ।,Literal
প্রেমের ভাষা বোঝা কঠিন ।,Metaphor
তারা একসাথে কাজ করছে ।,Literal
তার কথাগুলো হলো সুরের মতো মিষ্টি ।,Metaphor
আমি আজকে বাড়িতে থাকব ।,Literal
"""জীবন হলো একটি যাত্রা, যেখানে প্রতিটি পদক্ষেপ গুরুত্বপূর্ণ""",Metaphor
"""সে প্রতিদিন সকালে উঠে ব্যায়াম করে""",Literal
"""ভালোবাসা হলো একটি নদী যা কখনো শুকায় না""",Metaphor
"""সে বই পড়ছে এবং লেখার অনুশীলন করছে""",Literal
সে আজকে খুব খুশি ।,Literal
তার চোখের দৃষ্টি হলো তীরের মতো তীক্ষ্ণ ।,Metaphor
আমি দুপুরে খাবার খাচ্ছি ।,Literal
প্রেমের ভাষা বোঝা কঠিন ।,Metaphor
তারা একসাথে কাজ করছে ।,Literal
তার কথাগুলো হলো সুরের মতো মিষ্টি ।,Metaphor
আমি আজকে বাড়িতে থাকব ।,Literal
"জীবন হলো এক টুকরো আকাশ, যেখানে স্বপ্নগুলো উড়ে যায়।",Metaphor
"""সে সবসময় সত্য কথা বলে""",Literal
"""তার হাসি যেন সূর্যের আলো""",Metaphor
"""আমি আজকে বাজারে যাচ্ছি""",Literal
"জীবন একটি নদী, যার প্রবাহ কখনও থামে না।",Metaphor
সে বই পড়ছে এবং লেখার অনুশীলন করছে।,Literal
তার হাসি হলো সূর্যের আলো।,Metaphor
আমি আজকে অফিসে যাব।,Literal
"প্রেম হলো একটি ফুল, যত্ন না করলে মরে যাবে।",Metaphor
তারা বিকেলে চা খাচ্ছে।,Literal
তার চোখে অন্ধকারের গভীরতা আছে।,Metaphor
আমি দুপুরে খাবার খাচ্ছি।,Literal
আশা হলো একটি দীপশিখা।,Metaphor
সে খেলার মাঠে খেলছে।,Literal
সাহস হলো গর্জনকারী সিংহের মতো।,Metaphor
আমি আজকে বাজারে যাচ্ছি।,Literal
তার কথা হলো বাণীর মতো প্রভাবশালী।,Metaphor
